Código modular;Código de institución;Nombre de IE;Nivel / Modalidad;Tipo de Gestión;Dependencia;Director;Estado;Dirección de IE;Provincia;Distrito;Tipo de programa;Turno;Alumnos (Censo educativo);Docentes (Censo educativo);Secciones (Censo educativo)
1659754;22207962;KAROL WOJTYLA;Secundaria;Privada;Particular;ORTIZ ORIHUELA LUZMILA RUTH;Activo;AVENIDA ALAMEDA SUR MZ C3-2 LOTE 1-O Y 1-P;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;72;11;5
1660448;;SAN GENARO;Secundaria;Privada;Particular;ARREDONDO AROSQUIPA JANNET ALFONSA;Activo;CALLE 20 MZ J-2 LOTE 5;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;;;
1667419;22215620;SANTISIMO NOMBRE DE JESUS DE VILLA;Secundaria;Privada;Particular;MANCHEGO CHIRINOS ROSA ENGRACIA;Activo;AVENIDA MARQUEZ DE LA BULA 995 MZ 01 LOTE 04;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;46;4;5
1669688;22267779;INNOVA SCHOOLS - CHORRILLOS LA CAMPIÑA;Secundaria;Privada;Particular;CUADROS LICETTI ANA MARIA DEL CARMEN;Activo;PASAJE VESTA 183;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;383;21;12
1697234;22168517;7077 LOS REYES ROJOS;Secundaria;Pública de gestión directa;Sector Educación;LANDA GARRIDO WALTER;Activo;AVENIDA ARMATAMBO 125;Lima;Chorrillos;No aplica;Continuo mañana y tarde;288;15;16
1723642;22057146;INNOVA SCHOOLS - CHORRILLOS UNIVERSO 2;Secundaria;Privada;Particular;TRUJILLO ROSALES LIZ MARIA;Activo;CALLE 17 MZ V LOTE 11 SECTOR 5;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;268;11;8
1734573;22056646;GRACIAS JESUS II;Secundaria;Privada;Particular;DOMINGUEZ VASQUEZ SEBASTIAN ALONSO;Activo;AVENIDA LOS ASTEROIDES 140-172;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;133;7;5
1755123;25608372;INNOVA SCHOOLS - CHORRILLOS HORIZONTES;Secundaria;Privada;Particular;GAMARRA CALDERON ZADITH MARGOTH;Activo;AVENIDA ALAMEDA HORIZONTES S/N MZ N-1 LOTE 05;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;189;12;8
1755800;22048813;JUAN GUTENBERG;Secundaria;Privada;Particular;HEREDIA MAVILA ROSA MERY;Activo;AVENIDA MONITOR HUASCAR S/N MZ 44 LOTE 14;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;14;4;4
1760735;22062093;ALEPH;Secundaria;Privada;Particular;ESPEJO CORNEJO DE NEYRA CARMEN ROSA;Activo;JIRON ALAMEDA DEL REMERO MZ X LOTE 5-6-7;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;283;43;13
1785856;;SANTA RITA DE CASIA DE CHORRILLOS;Secundaria;Privada;Particular;DAVILA BALDEON EMILIA SUSANA;Activo;CALLE LOS GORRIONES S/N MZ I LOTE 5F;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;69;9;4
1789841;22064071;DE COLORES;Secundaria;Privada;Particular;ROJAS PARRA DORA MIRYAM;Activo;JIRON MEXICO 278;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;47;7;5
1791458;22065221;NOVAVISTA COLLEGE;Secundaria;Privada;Particular;MELGAR ZEBALLOS MELISSA EYLEEN;Activo;AVENIDA ALAMEDA SAN MARCOS S/N MZ A1-2;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;57;6;5
3017258;24656721;LOS INGENIEROS DE SAN MARCOS;Secundaria;Privada;Particular;TORRES CASTILLO DENNY;Activo;AVENIDA ALAMEDA SAN MARCOS S/N MZ A-G LOTE 01;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;147;8;5
3022183;25225899;PROLOG DE DELICIAS;Secundaria;Privada;Particular;OJEDA HURTADO LUCIA;Activo;AVENIDA CORDILLERA VILCANOTA S/N MZ F-14 LOTE 10;Lima;Chorrillos;No aplica;Continuo mañana y tarde;;;
0834184;22357786;MIGUEL ANGEL;Secundaria;Privada;Particular;VALDIVIA CHIHUAN LILIANA VALENTINA;Activo;CALLE 16 S/N MZ 18 LOTE 4 ETAPA III;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;63;8;5
1039437;;VIRGEN DEL CARMEN;Secundaria;Privada;Particular;VALVERDE MURGA FELIX EDGARDO;Activo;AVENIDA SAN MARTIN S/N MZ F LOTE 21 ZONA D;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;114;8;5
0546002;;JESUS SACRAMENTADO;Secundaria;Pública de gestión privada;Convenio con Sector Educación;CUADROS SALAZAR LOLA FELICITA;Activo;AVENIDA NUEVA TOLEDO S/N LOTE 103;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;459;29;15
0778027;25392116;6018 INMACULADA CONCEPCION - HUARANGAL;Secundaria;Pública de gestión directa;Sector Educación;MONTES TELLO ROSSANA ELENA;Activo;CALLE HUARANGAL S/N ETAPA II;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;310;20;10
0777995;25391799;6088;Secundaria;Pública de gestión directa;Sector Educación;VERA ROJAS HAYDEE LILIANA;Activo;AVENIDA SAN MARTIN S/N MZ C;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;369;23;12
1505601;22357867;MARTIN ADAN;Secundaria;Privada;Particular;RODRIGUEZ PORTOCARRERO MARIA;Activo;AVENIDA SAN MARTIN ZONA D MZ D LOTE 25 A;Lima;Cieneguilla;No aplica;Continuo sólo en la tarde;;;
1275619;;NEW ALBERT EINSTEIN SCHOOL;Secundaria;Privada;Particular;SALCEDO CASASOLA ISABEL;Activo;AVENIDA MAYTA CAPAC MZ A LOTE 03;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;;;
1507789;;BLAISE PASCAL;Secundaria;Privada;Particular;HIDALGO B ALBUENA CARLOS MANUEL;Activo;MZ C LOTE 5;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;195;9;8
1508779;;WALDORF DE CIENEGUILLA;Secundaria;Privada;Particular;CARDENAS SALAZAR MARCELINO;Activo;CALLE EL MOLLE MZ 2 LOTE 2,3 Y 11 SECTOR III;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;99;13;5
0692459;25382218;VICTOR RAUL HAYA DE LA TORRE;Secundaria;Pública de gestión directa;Sector Educación;LOPEZ CHISTAMA ROBINSON;Activo;CARRETERA LIMA- HUARORICHIRI KM 26.5;Lima;Cieneguilla;No aplica;Continuo mañana y tarde;455;28;15
1795178;;JESUS DE CIENEGUILLA;Secundaria;Privada;Particular;;Activo;AVENIDA SAN MARTIN MZ H LOTE 2-A ZONA F;Lima;Cieneguilla;No aplica;Continuo sólo en la mañana;46;9;4
1796259;25392371;ALBERT SCHWIETZER;Secundaria;Privada;Particular;GUERRA CARBAJAL LUCIA DEL PILAR;Activo;CALLE SAN JOSE MZ F;Lima;Cieneguilla;No aplica;Continuo sólo en la tarde;;;
0436642;21367370;2026 SIMON BOLIVAR;Secundaria;Pública de gestión directa;Sector Educación;PINEDO DE LA CRUZ RUBITH DEL ROCIO;Activo;PASAJE ELIAS AGUIRRE S/N MZ Ñ-2 ETAPA II;Lima;Comas;No aplica;Continuo mañana y tarde;610;38;20
0437228;22086766;CARLOS WIESSE;Secundaria;Pública de gestión directa;Sector Educación;BARRETO VARGAS KATIA DEL PILAR;Activo;AVENIDA TUPAC AMARU 1520;Lima;Comas;No aplica;Continuo mañana y tarde;1837;89;58
0437277;22046594;ESTHER FESTINI DE RAMOS OCAMPO;Secundaria;Pública de gestión directa;Sector Educación;YARINGAÑO MAYTA JORGE RAUL;Activo;AVENIDA TUPAC AMARU 1526;Lima;Comas;No aplica;Continuo mañana y tarde;1186;67;43
0437335;22117531;CORONEL JOSE GALVEZ;Secundaria;Pública de gestión directa;Sector Educación;ALANYA REQUE SILVIA BEATRIZ;Activo;JIRON MICAELA BASTIDAS 1199;Lima;Comas;No aplica;Continuo sólo en la mañana;502;36;15
0437517;22367196;FE Y ALEGRIA 10;Secundaria;Pública de gestión privada;Convenio con Sector Educación;LLAURY SIHUINCHA MARIA ELENA;Activo;AVENIDA ALFONSO UGARTE S/N;Lima;Comas;No aplica;Continuo mañana y tarde;997;54;30
0437533;22222716;FE Y ALEGRIA 11;Secundaria;Pública de gestión privada;Convenio con Sector Educación;SALAZAR MARTINEZ COSME;Activo;JIRON BERNARDO ALCEDO 400;Lima;Comas;No aplica;Continuo mañana y tarde;605;30;18
0437707;22393332;COMERCIO 62 ALMIRANTE MIGUEL GRAU;Secundaria;Pública de gestión directa;Sector Educación;VALENZUELA MONCADA ANTONIETA CAROLINA;Activo;JIRON LEON PINELO 230;Lima;Comas;No aplica;Continuo sólo en la mañana;699;35;23
0437731;22279165;ESTADOS UNIDOS;Secundaria;Pública de gestión directa;Sector Educación;VASQUEZ GARAY MERCEDES VILMA;Activo;AVENIDA EL MAESTRO PERUANO S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;1192;74;38
0437749;22512137;PRESENTACION DE MARIA 41;Secundaria;Pública de gestión privada;Convenio con Sector Educación;PELAEZ RODRIGUEZ LUZ MILAGROS;Activo;AVENIDA CANADA 095;Lima;Comas;No aplica;Continuo mañana y tarde;1172;72;34
0488635;22268279;LIBERTAD;Secundaria;Pública de gestión directa;Sector Educación;LIBIAS CABELLO ROBAY;Activo;AVENIDA FRANCISCO BOLOGNESI 410;Lima;Comas;No aplica;Continuo mañana y tarde;507;33;20
0495424;22502646;3055 TUPAC AMARU;Secundaria;Pública de gestión directa;Sector Educación;CABIESES ESPINOZA DIEGO LARRY;Activo;AVENIDA JOSE PARDO 100;Lima;Comas;No aplica;Continuo sólo en la mañana;954;55;28
0495762;22275364;FE Y ALEGRIA 13;Secundaria;Pública de gestión privada;Convenio con Sector Educación;ROJAS SALAS SARA CECILIA;Activo;AVENIDA REVOLUCION S/N ZONA V;Lima;Comas;No aplica;Continuo sólo en la mañana;704;33;17
0496166;22219197;2038 INCA GARCILASO DE LA VEGA;Secundaria;Pública de gestión directa;Sector Educación;VEGAS GUERRERO GABRIELA PATRICIA;Activo;JIRON SANTA CRUZ 222;Lima;Comas;No aplica;Continuo mañana y tarde;486;25;15
0496265;22121081;2040 REPUBLICA DE CUBA;Secundaria;Pública de gestión directa;Sector Educación;DE LA CRUZ LOPEZ GUADALUPE AIDA;Activo;AVENIDA TUPAC AMARU S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;632;30;18
0500124;21369683;2031 JOSE VALVERDE CARO;Secundaria;Pública de gestión directa;Sector Educación;ENRIQUEZ OLIVEROS EULOGIO ANIBAL;Activo;AVENIDA 3 DE OCTUBRE IV SECTOR 1950;Lima;Comas;No aplica;Continuo mañana y tarde;740;34;22
0517474;22263307;JOHANNES GUTENBERG;Secundaria;Privada;Asociación civil / Inst.Benéfica;ALVARADO CAMPOS JORGE ANIBAL;Activo;CALLE LAS HUACAS S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;294;19;10
0523621;22218441;SAN FELIPE;Secundaria;Pública de gestión directa;Sector Educación;AGURTO PRADO ELVIRA EDITHA;Activo;JIRON PACIFICO S/N;Lima;Comas;No aplica;Continuo mañana y tarde;1371;64;40
0536128;21503320;MARISCAL ANDRES AVELINO CACERES DORREGARAY;Secundaria;Pública de gestión directa;Sector Educación;POMA PORRAS ANABEL ALICIA;Activo;JIRON CIRO ALEGRIA S/N MZ Z ZONA I;Lima;Comas;No aplica;Continuo sólo en la mañana;766;61;25
0566141;22278746;2048 JOSE CARLOS MARIATEGUI;Secundaria;Pública de gestión directa;Sector Educación;RAMIREZ FLORES LUZ ERBELLA;Activo;JIRON EDUARDO CORREA S/N;Lima;Comas;No aplica;Continuo mañana y tarde;920;49;31
0566158;22278827;3047 REPUBLICA DE CANADA;Secundaria;Pública de gestión directa;Sector Educación;ABURTO BENAVIDES TEOBALDO WILFREDO;Activo;JIRON LA HABANA S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;563;44;20
0566166;21376361;3066 SEÑOR DE LOS MILAGROS;Secundaria;Pública de gestión directa;Sector Educación;BARRIENTOS PIMENTEL MARIA DEL ROSARIO;Activo;JIRON MANUEL CANDAMO 101;Lima;Comas;No aplica;Continuo mañana y tarde;320;14;10
0567743;22393251;JUAN PABLO VIZCARDO Y GUZMAN;Secundaria;Pública de gestión directa;Sector Educación;VICENTE MALLQUE MARLENY JUSTA;Activo;JIRON LA UNION S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;362;26;12
0567750;22218360;2085 SAN AGUSTIN;Secundaria;Pública de gestión directa;Sector Educación;AGUILAR ALVARADO SILVIA PATRICIA;Activo;JIRON PUMACAHUA CDRA 3 S/N;Lima;Comas;No aplica;Continuo mañana y tarde;984;50;30
0567768;25804211;SAN JUAN BAUTISTA;Secundaria;Privada;Particular;MORENO FAJARDO NILDA;Activo;AVENIDA LOS INCAS 118 MZ F LOTE 9;Lima;Comas;No aplica;Continuo sólo en la mañana;435;13;14
0582098;22299123;DON JOSE DE SAN MARTIN;Secundaria;Privada;Particular;CENTENO JUY KARIN ADELAIDA;Activo;JIRON JOSE CARLOS MARIATEGUI 304 SECTOR II;Lima;Comas;No aplica;Continuo sólo en la mañana;7;2;2
0582114;22274376;3065 VIRGEN DEL CARMEN;Secundaria;Pública de gestión directa;Sector Educación;CUBAS ENCISO YURI;Activo;JIRON 28 DE JULIO CDRA 6 S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;316;18;10
0582122;22274031;PERU-HOLANDA;Secundaria;Pública de gestión directa;Sector Educación;ALVAREZ CONDEZO ROBERTO RAMON;Activo;JIRON TUPAC AMARU 200;Lima;Comas;No aplica;Continuo mañana y tarde;820;41;25
0639922;22261401;JESUS OBRERO;Secundaria;Pública de gestión privada;Convenio con Sector Educación;ACEVEDO LUNA JOSE MANUEL;Activo;AVENIDA REPUBLICA DEL PERU 862;Lima;Comas;No aplica;Continuo sólo en la mañana;643;49;20
0648923;22087347;MATEMATICO HONORES DEL PINAR;Secundaria;Privada;Particular;AGAMA FERNANDEZ CIANA AGLAYA;Activo;CALLE 6 S/N MZ O LOTE 1;Lima;Comas;No aplica;Continuo sólo en la mañana;102;6;6
0649129;22053671;2022 SINCHI ROCA;Secundaria;Pública de gestión directa;Sector Educación;JUSTINO MARIANO ROSSINI CHENIES;Activo;JIRON CAHUIDE S/N;Lima;Comas;No aplica;Continuo mañana y tarde;1007;48;30
0662940;21370169;3061 JORGE CHAVEZ DARTNELL;Secundaria;Pública de gestión directa;Sector Educación;PEREZ DIAZ LEONIDAS;Activo;JIRON 21 DE SETIEMBRE S/N;Lima;Comas;No aplica;Continuo mañana y tarde;500;31;19
0662957;21504726;EL AMAUTA;Secundaria;Pública de gestión directa;Sector Educación;VILLAFUERTE REYES MANUELA CARMEN;Activo;CALLE 36 S/N MZ J LOTE 1;Lima;Comas;No aplica;Continuo mañana y tarde;835;37;23
0662981;21637807;SAN FRANCISCO SOLANO;Secundaria;Privada;Particular;VILLAR SANTOS ROBERTO;Activo;AVENIDA UNIVERSITARIA 389;Lima;Comas;No aplica;Continuo sólo en la mañana;63;7;5
0663005;21513229;SAN CARLOS;Secundaria;Pública de gestión directa;Sector Educación;YANAC RETUERTO NANCY FELICITA;Activo;JIRON SAN RAMON S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;409;19;12
0663013;25316975;SANTA MARIA DE JESUS;Secundaria;Privada;Particular;CHUQUIMAMANI LUQUE JULIO;Activo;AVENIDA SAN FELIPE 495;Lima;Comas;No aplica;Continuo sólo en la mañana;205;13;10
0663369;;JAIME WHITE;Secundaria;Privada;Particular;MAURICIO SOLIS JUANA MERCEDES;Activo;JIRON MANUEL GONZALES PRADA 139;Lima;Comas;No aplica;Continuo sólo en la mañana;19;5;5
0703744;21534358;RAMON CASTILLA;Secundaria;Pública de gestión directa;Sector Educación;BARRANCA PILLMAN EDSON MANUEL;Activo;AVENIDA UNIVERSITARIA CDRA 18 S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;789;41;25
0703751;22274783;2075 CRISTO HIJO DE DIOS;Secundaria;Pública de gestión directa;Sector Educación;BERROCAL HUAMAN NORA NOEMI;Activo;AVENIDA MILAGRO DE JESUS S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;269;23;9
0703769;22392832;INGENIERIA DE LA ENSEÑANZA;Secundaria;Privada;Particular;ROMERO HERBOZO ALINA;Activo;JIRON ASUNCION 881;Lima;Comas;No aplica;Continuo sólo en la mañana;352;10;10
0703785;22373781;SAN VICENTE;Secundaria;Privada;Particular;HUAMANCHUMO ALAYO TERESA;Activo;AVENIDA EL RETABLO 520;Lima;Comas;No aplica;Continuo sólo en la mañana;240;21;7
0725770;21496723;JOSE MARTI;Secundaria;Pública de gestión directa;Sector Educación;BAZAN MONCADA MAGNA MARILU;Activo;JIRON MONTEVIDEO S/N;Lima;Comas;No aplica;Continuo mañana y tarde;733;32;21
0725804;22033621;SOR ANA DE LOS ANGELES;Secundaria;Privada;Particular;TINOCO PEDRERA MARCO ANTONIO;Activo;JIRON CUZCO 123 MZ D;Lima;Comas;No aplica;Continuo sólo en la mañana;95;10;5
0775486;21633437;DIVINO JESUS;Secundaria;Privada;Particular;RAMIREZ GARCIA ELBA DORA;Activo;JIRON ASUNCION 157;Lima;Comas;No aplica;Continuo sólo en la mañana;101;7;5
0775833;22032550;LICEO SANTO DOMINGO;Secundaria;Privada;Particular;RUIZ DE LA CRUZ GILMAR DANIEL;Activo;CALLE 48 S/N MZ X-1 LOTE 9-10;Lima;Comas;No aplica;Continuo sólo en la mañana;1121;41;39
0775924;25772113;GUIAME SAN MARTIN DE PORRAS;Secundaria;Privada;Particular;VILLANUEVA FUENTES RIVERA AUGUSTO LIGORIO;Activo;AVENIDA METROPOLITANA 1094;Lima;Comas;No aplica;Continuo sólo en la mañana;48;8;5
0831305;21643661;MARISCAL ANDRES AVELINO CACERES;Secundaria;Privada;Particular;AZURIN CASTILLO JUAN ATILIO;Activo;AVENIDA TRAPICHE 244;Lima;Comas;No aplica;Continuo sólo en la mañana;298;12;12
0832279;21505978;LA ALBORADA FRANCESA;Secundaria;Pública de gestión directa;Sector Educación;MENDOZA RIPAZ ROSA LUZ;Activo;CALLE LAS FRESAS S/N MZ B2 ZONA B;Lima;Comas;No aplica;Continuo mañana y tarde;650;36;18
0832303;22221231;3096 FRANZ TAMAYO SOLARES;Secundaria;Pública de gestión directa;Sector Educación;ACEVEDO LEMUS LUPE LOURDES;Activo;CALLE 7 MZ E-1 S/N;Lima;Comas;No aplica;Continuo sólo en la tarde;472;25;14
0832311;22221493;3076 SANTA ROSA;Secundaria;Pública de gestión directa;Sector Educación;PACO MANZANO JUDITH ANA;Activo;AVENIDA 28 DE JULIO S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;330;13;10
0832337;22085778;PERUANO SUIZO;Secundaria;Pública de gestión directa;Sector Educación;LUNA LEON ROGER;Activo;CALLE 13 A S/N;Lima;Comas;No aplica;Continuo mañana y tarde;820;39;24
0832345;22231057;8170 CESAR VALLEJO;Secundaria;Pública de gestión directa;Sector Educación;ALVA BERMUDEZ FLAVIO CESAR;Activo;AVENIDA JOSE CARLOS MARIATEGUI S/N;Lima;Comas;No aplica;Continuo sólo en la mañana;143;13;5
0832402;22117955;SAN MARTIN DE PORRES;Secundaria;Privada;Particular;ZAMBRANO SIPION ROSAURA AMELIA;Activo;JIRON DOS DE MAYO 770;Lima;Comas;No aplica;Continuo sólo en la mañana;4;1;3
0832584;22394169;ANTONIA MORENO DE CACERES;Secundaria;Privada;Particular;LUIS GIORDANO VEGA;Activo;PROLONGACION HUSARES DE JUNIN 110;Lima;Comas;No aplica;Continuo sólo en la mañana;2;3;2
0832824;22219766;BAUTISTA DE LA PASCANA;Secundaria;Privada;Particular;MUÑOZ MEZA MIRTHA MADELEINE;Activo;JIRON ABRAHAM VALDELOMAR 496;Lima;Comas;No aplica;Continuo sólo en la mañana;75;9;5
0833160;;KING OF KINGS DEL RETABLO;Secundaria;Privada;Particular;ROJAS VIZCARDO ELBA ROSARIO;Activo;AVENIDA JOSE DE LA TORRE UGARTE 300;Lima;Comas;No aplica;Continuo sólo en la mañana;74;10;5
0833251;22227688;RENE CRUCHET;Secundaria;Privada;Particular;RAMIREZ CUBAS DIOMEDES;Activo;CALLE LOS NOGALES 135;Lima;Comas;No aplica;Continuo sólo en la mañana;106;10;5
0833343;22087185;MARIA REICHE;Secundaria;Privada;Particular;NAPAN ANGULO MARIA LEONOR;Activo;AVENIDA HEROES DEL ALTO CENEPA S/N MZ D LOTE 34;Lima;Comas;No aplica;Continuo sólo en la mañana;31;5;5
0833376;22034383;SAN MIGUEL ARCANGEL DE SANGALLAYA;Secundaria;Privada;Particular;PAREDES CATALAN JESUS ELIAS;Activo;AVENIDA HUAYNA CAPAC 579;Lima;Comas;No aplica;Continuo sólo en la mañana;;;
0833400;22171569;MIURA SCHOOL;Secundaria;Privada;Particular;ROMERO BOLO CARMEN;Activo;PEDRO CORONADO 160;Lima;Comas;No aplica;Continuo sólo en la mañana;;;
0833434;22302906;EBENEZER;Secundaria;Privada;Particular;MANUEL BALBUENA ALARCON;Activo;JIRON HERMILIO VALDIZAN 444 MZ Q LOTE 41;Lima;Comas;No aplica;Continuo sólo en la mañana;124;10;5
0833491;;SAN IGNACIO DEL ALAMO;Secundaria;Privada;Particular;RODRIGUEZ QUISPE ARTURO;Activo;CALLE 01 S/N MZ A LOTE 11-12;Lima;Comas;No aplica;Continuo sólo en la tarde;;;
0833582;22086431;ANDRES BELLO;Secundaria;Privada;Particular;DIAZ SAAVEDRA PORFIRIO;Activo;JIRON AREQUIPA 310;Lima;Comas;No aplica;Continuo sólo en la mañana;67;8;5
0833707;22262157;HUMANISMO Y TECNOLOGIA - HUMTEC;Secundaria;Privada;Particular;CANGAHUALA ALLAIN JESUS DAVID;Activo;AVENIDA BELAUNDE OESTE 1080;Lima;Comas;No aplica;Continuo sólo en la mañana;337;38;13
0833913;;DANIEL ALCIDES CARRION;Secundaria;Privada;Particular;CARHUACHIN CARRANZA ROGER;Activo;CALLE RIO PERENE S/N MZ G LOTE 21;Lima;Comas;No aplica;Continuo sólo en la mañana;106;5;5
0833947;25316142;LA FE DE MARIA;Secundaria;Privada;Comunidad o asociación religiosa;SUAZO RAMIREZ JIMMY ALEJANDRO;Activo;AVENIDA ABRAHAM VALDELOMAR 571;Lima;Comas;No aplica;Continuo sólo en la mañana;268;20;10
1038447;22235273;HUSARES DE JUNIN;Secundaria;Privada;Particular;FLORES DEPAZ KLEBER VICTOR;Activo;JIRON LIMA 115 ZONA IV;Lima;Comas;No aplica;Continuo sólo en la mañana;108;8;5
1038488;22236679;HANS CHRISTIAN OERSTED;Secundaria;Privada;Particular;MATTA VIDAL GABY AYLI;Activo;JIRON 8 DE MARZO 183;Lima;Comas;No aplica;Continuo sólo en la mañana;66;8;5
1038520;21584592;JOSE CARLOS MARIATEGUI;Secundaria;Privada;Particular;CAMARGO RIVEROS CRISANTO;Activo;AVENIDA RETABLO 1233;Lima;Comas;No aplica;Continuo sólo en la mañana;125;6;5
1038603;22230301;CRUZ SACO DEL PINAR;Secundaria;Privada;Particular;CAMACHO PARRA ZOILA JUVENCIA;Activo;CALLE 8 S/N MZ H LOTE 19;Lima;Comas;No aplica;Continuo sólo en la mañana;83;7;5
1038926;21582931;SAN BENITO DEL CONO NORTE;Secundaria;Privada;Particular;RAMON SANCHEZ EDWARD DAVID;Activo;JIRON LIBERTAD 541;Lima;Comas;No aplica;Continuo sólo en la mañana;31;4;5
1039049;21580201;CESAR VALLEJO;Secundaria;Privada;Particular;FABIAN HIDALGO NICANDRO;Activo;JIRON JOSE ECHENIQUE 251;Lima;Comas;No aplica;Continuo sólo en la mañana;139;7;5
1039205;21640107;FRANCISCO PEREZ DE CUELLAR;Secundaria;Privada;Particular;RODRIGUEZ ASENJO CINDY ZECIBEL;Activo;PASAJE JOSE PEZET 102;Lima;Comas;No aplica;Continuo sólo en la mañana;105;12;6
1039320;22236751;FRANKLIN DELANO ROOSVELT;Secundaria;Privada;Particular;DIAZ SALAZAR VICTOR JUAN;Activo;CALLE RIO CAPLINA 133 MZ F LOTE 36;Lima;Comas;No aplica;Continuo sólo en la mañana;63;7;5
1039353;;WILLIAM SHAKESPEARE;Secundaria;Privada;Particular;FLORES TORRES GLORIA ELIZABETH;Activo;JIRON URUGUAY 383;Lima;Comas;No aplica;Continuo sólo en la mañana;103;10;5
1193739;21634751;ANTON MAKARENKO;Secundaria;Privada;Particular;BARRETO LEON SAMUEL ARMANDO;Activo;JIRON SAN GERMAN 301;Lima;Comas;No aplica;Continuo sólo en la mañana;140;14;6
1195320;22040898;MARIA GORETTI;Secundaria;Privada;Particular;GONZALES SANCHEZ DIANA LUZ;Activo;CALLE 7 MZ C1 LOTE 17-18;Lima;Comas;No aplica;Continuo sólo en la mañana;270;12;11
1245604;22236261;CIENCIAS Y HUMANIDADES;Secundaria;Privada;Particular;MORENO BOBADILLA KEYKO LESSLY;Activo;AVENIDA GUILLERMO DE LA FUENTE 194;Lima;Comas;No aplica;Continuo sólo en la mañana;42;9;5
1248509;21377503;8181 HEROES DEL ALTO CENEPA;Secundaria;Pública de gestión directa;Sector Educación;ARBIETO VACAS OLIMPIO ELVIS;Activo;AVENIDA COLLIQUE S/N MZ E LOTE 1;Lima;Comas;No aplica;Continuo mañana y tarde;384;20;15
1257492;21841412;JESUS EL MAESTRO;Secundaria;Privada;Particular;MARGA DE LA TORRE CERNA;Activo;JIRON LOS CLAVELES 224;Lima;Comas;No aplica;Continuo sólo en la mañana;111;6;5
1257575;22238248;SAN IGNACIO DEL PINAR;Secundaria;Privada;Particular;JOSE ZEGARRA CHAVARRIA;Activo;AVENIDA HEROES DEL ALTO CENEPA S/N MZ A LOTE 16;Lima;Comas;No aplica;Continuo sólo en la mañana;;;
1257815;22278096;LOS ANDES;Secundaria;Privada;Particular;RONCAL CUZCO JOSE FIDENCIO;Activo;AVENIDA UNIVERSITARIA 1007;Lima;Comas;No aplica;Continuo sólo en la mañana;65;10;5
1257971;21841099;ALFRED BERNHARD NOBEL;Secundaria;Privada;Particular;LEON ARTEAGA JOSE ELMER;Activo;JIRON PUQUIO 189;Lima;Comas;No aplica;Continuo sólo en la mañana;62;8;5
1258185;21634001;CORPUS CRISTI;Secundaria;Privada;Particular;NIEVES GUZMAN PERALTA;Activo;AVENIDA 22 DE AGOSTO 1220;Lima;Comas;No aplica;Continuo sólo en la mañana;;;
1258375;22235192;MARIA MEDALLA MILAGROSA;Secundaria;Privada;Particular;PEREZ AGUIRRE GERTRUDIS;Activo;CALLE LAS COMPUERTAS MZ D LOTE 1-10;Lima;Comas;No aplica;Continuo sólo en la mañana;142;9;6
1258656;22124544;NICOLAS BOURBAKI;Secundaria;Privada;Particular;FARA CLOTILDE ROMERO HUAMAN DE CUBILLAS;Activo;AVENIDA SAN FELIPE 305;Lima;Comas;No aplica;Continuo sólo en la mañana;78;6;5
